Output Freq,Input Freq,Offset,Uplink Tone,Downlink Tone,Location,County,Lat,Long,Call,Use,Op Status,Mode,Digital Access,EchoLink,IRLP,AllStar,Coverage,Status,Last Update
440.5125,445.5125,+,,,Hampton,(independent),37.00719833,-76.35079956,K4LCT,OPEN,On-Air,DMR,7,,,,,On-Air,2021-03-29
440.55,445.55,+,,,Rushmere,Isle of Wight,37.10329819,-76.70999908,N6DLH,OPEN,On-Air,DMR,1,,,,,On-Air,2024-04-19
440.7,445.7,+,,,Williamsburg,James City,37.2415,-76.7167,KO4VQE,OPEN,Unknown,DStar,,,,,,Unknown,2023-08-17
440.7,445.7,+,,,Roanoke - Long Ridge,Roanoke,37.2322998,-80.04570007,KD4EG,OPEN,On-Air,DMR,1,,,,,On-Air,2022-12-24
440.8,445.8,+,77,,Ripplemead,,37.3370675,-80.6861796,KD4BNQ,OPEN,On-Air,YSF,,,,,,On-Air,2024-04-19
441.3375,446.3375,+,,,Tysons Corner,Fairfax,38.91859818,-77.2315979,N9KET,OPEN,On-Air,DMR,1,,,,,On-Air,2023-08-15
441.45,446.45,+,110.9,,Arlington,Fairfax,38.88000107,-77.10679626,W4CIA,OPEN,On-Air,YSF/analog,,,,,,On-Air,2022-07-03
441.65,446.65,+,,,Tysons Corner,Fairfax,38.9187222,-77.2310925,N9KET,OPEN,Unknown,DMR,2,,,,,Unknown,2022-04-12
441.75,446.75,+,77,,Martinsville - Chestnut Knob,Henry,36.61375,-79.91727,W4RPS,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-03-18
441.8125,446.8125,+,,,Newport News,(independent),37.08710098,-76.47299957,W4MT,OPEN,On-Air,DStar,,,,,,On-Air,2022-11-26
441.825,446.825,+,107.2,,Chatham,Pittsylvania,36.8256943,-79.3980806,W4FYB,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-10-04
441.85,446.85,+,,,Martinsville - Chestnut Knob,Henry,36.69150162,-79.87249756,N2TEK,OPEN,On-Air,DMR,15,,,,,On-Air,2021-05-07
441.9,446.9,+,103.5,103.5,Gate City,Scott,36.8973999,-82.62210083,K4GV,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-10-21
441.925,446.925,+,,,Lexington - Brushy Hill,Rockbridge,37.78900146,-79.48799896,W4DHW,OPEN,On-Air,DMR,1,,,,,On-Air,2019-12-13
441.95,446.95,+,107.2,107.2,Pearisburg - Bald Knob,Giles,37.35010147,-80.53720093,KD4BNQ,OPEN,Unknown,Analog/analog,,,,,,Unknown,2020-04-06
441.975,446.975,+,,,Christiansburg - Fishers View Mountain,Montgomery,37.0925,-80.306,KD4ADL,OPEN,On-Air,DMR,9,,,,,On-Air,2024-04-23
442,447,+,146.2,146.2,Winchester,Frederick,39.18569946,-78.16329956,W3IF,OPEN,On-Air,YSF/analog,,,,,,On-Air,2022-04-05
442,447,+,103.5,103.5,Chilhowie,Smyth,36.79470062,-81.69360352,W4DWN,OPEN,On-Air,YSF/analog,,,,,,On-Air,2018-02-04
442,447,+,110.9,,Montross,Westmoreland,38.0951004,-76.82749939,KJ4PGD,OPEN,Unknown,YSF/analog,,,,,,Unknown,2021-08-27
442.025,447.025,+,131.8,131.8,Staunton - Gypsy Hill Park,(independent),38.159647,-79.086082,K3RFP,OPEN,On-Air,YSF/analog,,,,,,On-Air,2020-05-16
442.05,447.05,+,179.9,,Stephens City,Frederick,39.0834398,-78.2180567,N2XIF,OPEN,Unknown,Analog/analog,,235806,,,,Unknown,2020-12-20
442.05,447.05,+,,,Talleysville,New Kent,37.513553,-77.066039,K2VIZ,OPEN,On-Air,DMR,1,,,,Wide area,On-Air,2023-01-09
442.05,447.05,+,,,Lexington - Brushy Hill,Rockbridge,37.78900146,-79.48799896,W4DHW,OPEN,Unknown,YSF,293,,,,,Unknown,2019-12-25
442.06,447.06,+,,,Alexandria - Hospital,(independent),38.82220078,-77.10540009,W4HFH,OPEN,On-Air,DStar,,,,,,On-Air,2022-10-05
442.075,447.075,+,151.4,,Charlottesville - Carter's Mountain,Albemarle,38.02930069,-78.47669983,KF4UCI,OPEN,On-Air,Analog/analog,,,,,,On-Air,2017-04-05
442.075,447.075,+,,,Pulaski - Peaks Knob,Pulaski,37.02420044,-80.74629974,K4XE,OPEN,On-Air,DMR,9,,,,,On-Air,2021-05-08
442.1,447.1,+,77,,Leesburg,Loudoun,39.11569977,-77.56359863,WA4TXE,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-05-24
442.1,447.1,+,103.5,,"Honaker - Big A Mountain, VA",Russell,37.05199814,-82.03549957,KM4HDM,OPEN,On-Air,DMR/analog,1,,,,,On-Air,2023-07-06
442.1125,447.1125,+,,,Fredericksburg,Stafford,38.33250046,-77.3946991,N8RAT,OPEN,Unknown,DMR,1,,,,,Unknown,2022-01-19
442.1375,447.1375,+,,,Ashburn,Loudoun,39.07157982,-77.4816885,WB6EFW,OPEN,On-Air,DMR,1,,,,,On-Air,2021-11-20
442.175,447.175,+,100,100,Hampton,(independent),37.0351,-76.4205,N6GVG,PRIVATE,Testing,Analog/analog,,,,,,Testing,2024-03-18
442.2,447.2,+,100,,Manassas,Prince William,38.783558,-77.522406,W4OVH,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-03-17
442.2,447.2,+,107.2,107.2,Roanoke - Poor Mountain,Roanoke,37.1975,-80.1525,AE4JA,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-04-04
442.225,447.225,+,,,Fancy Gap,Carroll,36.66600037,-80.69229889,N4YR,OPEN,Unknown,Analog/analog,,,,,,Unknown,2020-11-15
442.2375,447.2375,+,,,Virginia Beach - Mt Trashmore,(independent),36.83079,-76.12885,WB4JCX,OPEN,On-Air,DMR,1,,,,,On-Air,2022-12-17
442.25,447.25,+,100,,Covington - Warm Springs Mountain,Bath,37.99372,-79.80755,WA4PGI,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-03-18
442.25,447.25,+,167.9,167.9,Warrenton,Fauquier,38.71350098,-77.79530334,W4VA,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-09-06
442.325,447.325,+,100,100,Fancy Gap,Carroll,36.66600037,-80.69229889,KB4GHT,OPEN,On-Air,Analog/analog,,,,,Wide area,On-Air,2023-03-11
442.35,447.35,+,123,,Linden - Blue Ridge Mountains,Fauquier,38.9090004,-78.07559967,N3UR,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-07-03
442.4,447.4,+,,,Fredericksburg,(independent),38.311249,-77.483059,WX4EMC,OPEN,On-Air,DMR,1,,,,,On-Air,2023-09-07
442.4,447.4,+,107.2,107.2,Lynchburg - Jack Mountain,Campbell,37.3368085,-79.1533656,KF4YI,OPEN,On-Air,Analog/analog,,,,,,On-Air,2023-03-23
442.4125,447.4125,+,,,Alexandria,(independent),38.80479813,-77.04689789,W4HFH,OPEN,On-Air,DMR,1,,,,,On-Air,2020-12-23
442.4125,447.4125,+,,,Haymarket,Prince William,38.81209946,-77.63639832,N4USI,OPEN,Unknown,DStar,,,,,,Unknown,2013-07-29
442.425,447.425,+,107.2,107.2,Fancy Gap,Carroll,36.66600037,-80.69229889,KF4OVA,OPEN,On-Air,Analog/analog,,477057,8311,,Wide area,On-Air,2019-08-16
442.4375,447.4375,+,,,Herndon - Worldgate,Fairfax,38.96960068,-77.38610077,N3QEM,OPEN,On-Air,DMR,1,,,,,On-Air,2024-08-16
442.45,447.45,+,100,100,Norfolk - Norfolk Waterfront,(independent),36.84562,-76.28962,KC2HTT,OPEN,On-Air,YSF/analog,,,,,,On-Air,2022-01-01
442.45,447.45,+,79.7,,Stafford,Stafford,38.40511,-77.54411,WS4VA,OPEN,On-Air,YSF/analog,,,,,,On-Air,2022-08-09
442.475,447.475,+,77,77,Maurertown,Shenandoah,38.92969894,-78.46379852,N3UHD,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-04-05
442.4875,447.4875,+,,,Stafford,Stafford,38.42210007,-77.40830231,WU5MC,OPEN,Unknown,DStar,,,,,,Unknown,2018-12-23
442.5,447.5,+,107.2,,Roanoke - Poor Mountain,Roanoke,37.19760132,-80.15229797,W4CA,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-04-04
442.5125,447.5125,+,,,Manassas - NOVEC Communications Tower,Prince William,38.7826004,-77.5062027,W4OVH,OPEN,On-Air,DStar,,,,,,On-Air,2022-10-05
442.525,447.525,+,103.5,103.5,Fort Chiswell - Hamilton Knob,Wythe,36.9658,-80.8983,K4XE,OPEN,On-Air,Analog/analog,,,,,,On-Air,2023-07-20
442.55,447.55,+,74.4,74.4,"Richmond - WCVE Tower (Bon Air, VA)",Chesterfield,37.5121994,-77.60109711,W4RAT,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-01-17
442.575,447.575,+,100,100,Fancy Gap - Pops Peak,Carroll,36.647421,-80.6789347,K4IL,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-04-16
442.575,447.575,+,100,CSQ,Jonesville,Lee,36.68769836,-83.12249756,AJ4G,OPEN,On-Air,Analog/analog,,,4896,,,On-Air,2020-12-15
442.575,447.575,+,79.7,79.7,Fredericksburg - SRMC,Spotsylvania,38.21962546,-77.49493436,AE4ML,OPEN,On-Air,P25/analog,293,,,,,On-Air,2022-07-13
442.6,447.6,+,136.5,,Lynchburg - Candlers Mountain,Campbell,37.34889984,-79.16819763,N3OG,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-08-15
442.6,447.6,+,141.3,,Winchester,Frederick,39.19319916,-78.37149811,NM4CC,OPEN,On-Air,YSF/analog,,767104,,,,On-Air,2021-08-10
442.6,447.6,+,114.8,,Roanoke - Poor Mountain,Roanoke,37.19889832,-80.15059662,K4ARO,OPEN,Unknown,Analog/analog,,,,,,Unknown,2020-04-05
442.625,447.625,+,103.5,103.5,Max Meadows - Hamiltons Knob,Wythe,36.96580124,-80.89830017,K4IJ,OPEN,Unknown,Analog/analog,,,,,,Unknown,2023-07-14
442.65,447.65,+,100,100,Bedford - Apple Orchard Mtn,Botetourt,37.51750183,-79.51049805,WA1ZMS,OPEN,Off-Air,DMR/analog,1,,,,,Off-Air,2024-10-17
442.6875,447.6875,+,,,Petersburg,(independent),37.1483,-77.3493,WA4FC,OPEN,On-Air,DMR,1,,,,,On-Air,2023-01-09
442.7,447.7,+,,,Heathsville - WCNV-FM Tower,Northumberland,37.906111,-76.485556,WX4EMC,OPEN,Unknown,DMR,1,,,,,Unknown,2022-04-18
442.7,447.7,+,167.9,CSQ,Roanoke - Poor Mountain,Roanoke,37.19763,-80.15226,W7CP,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-01-04
442.725,447.725,+,107.2,,Front Royal - High Knob Mountain,Warren,38.91820145,-78.19439697,K4QJZ,CLOSED,On-Air,P25/analog,293,,,,,On-Air,2022-10-02
442.75,447.75,+,107.2,,Roanoke - Mill Mountain,Roanoke,37.24489975,-79.93229675,W4KZK,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-12-09
442.825,447.825,+,100,,Smithfield - Isle of Wight Courthouse,Isle of Wight,36.90890121,-76.70359802,WT4RA,OPEN,On-Air,YSF/analog,,88373,,,Wide area,On-Air,2024-09-07
442.85,447.85,+,79.7,79.7,Fredericksburg,(independent),38.30319977,-77.46050262,AE4ML,OPEN,On-Air,P25/analog,293,,,,,On-Air,2019-11-08
442.9,447.9,+,100,,Newport News,(independent),37.08710098,-76.47299957,W4MT,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-08-27
442.925,447.925,+,107.2,107.2,Bent Mountain - Slings Gap,Roanoke,37.161026,-80.078671,W4KZK,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-12-13
442.95,447.95,+,131.8,,Norfolk - Downtown,(independent),36.86399841,-76.29360199,W4VB,OPEN,On-Air,Analog/analog,,311763,,,,On-Air,2022-07-13
442.975,447.975,+,,,Abingdon - Brummley Mtn,Washington,36.82509995,-82.07900238,KB8KSP,OPEN,Unknown,Analog/analog,,,,,,Unknown,2015-07-18
443,448,+,88.5,,Reston,Fairfax,38.96960068,-77.38610077,N2LEE,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-05-31
443,448,+,103.5,103.5,Damascus - White Top Mountain,Grayson,36.63370132,-81.78369904,KM4X,OPEN,On-Air,YSF/analog,,,,,Wide area,On-Air,2018-08-25
443.0625,448.0625,+,,,Tysons Corner,Fairfax,38.9187222,-77.2310925,N3QEM,OPEN,On-Air,DMR,1,,,,,On-Air,2020-12-20
443.1,448.1,+,,,Alexandria,(independent),38.81380081,-77.08519745,N3JLT,OPEN,On-Air,DMR,1,,,,,On-Air,2024-08-16
443.1125,448.1125,+,,,South Boston - Sentara Halifax Reg Hospital,Halifax,36.71276394,-78.91380227,K4DJQ,OPEN,On-Air,DMR,1,,,,,On-Air,2021-05-07
443.15,448.15,+,,,Staunton - Buffalo Gap,Augusta,38.1874342,-79.2394479,KF4UCI,OPEN,On-Air,DMR,1,,,,,On-Air,2022-12-29
443.1625,448.1625,+,,,Blue Mountain - WAIW Tower,Warren,38.955917,-78.024139,N8RAT,OPEN,Unknown,DMR,1,,,,,Unknown,2024-02-28
443.2,448.2,+,114.8,114.8,Arlington,Arlington,38.88000107,-77.10679626,AB4YP,OPEN,On-Air,NXDN,,,,,,On-Air,2015-11-16
443.25,448.25,+,107.2,107.2,Banco - Fork Mountain,Madison,38.4739104,-78.4140174,WA3KOK,CLOSED,On-Air,P25/analog,293,,,,Wide area,On-Air,2022-10-02
443.2625,448.2625,+,,,Wytheville,Wythe,36.9076508,-81.06993,K4EZ,OPEN,On-Air,DMR,1,,,,,On-Air,2020-04-15
443.275,448.275,+,,,Fancy Gap,Carroll,36.64549688,-80.68081237,W4TAD,OPEN,On-Air,YSF/analog,,,,,,On-Air,2024-07-27
443.3,448.3,+,136.5,136.5,Farmville - Water Tower,Cumberland,37.31439972,-78.39070129,WW4GW,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-06-24
443.35,448.35,+,203.5,,New Market,Page,38.64789963,-78.67140198,N4YSA,OPEN,On-Air,YSF,,,,,,On-Air,2021-07-18
443.35,448.35,+,,,Powhatan - Fighting Creek Park Water Tower,Powhatan,37.549354,-77.927285,N4POW,OPEN,On-Air,DMR,1,,,,,On-Air,2023-01-06
443.375,448.375,+,103.5,103.5,Independence - Buck Mtn,Grayson,36.62229919,-81.15090179,W4TOW,OPEN,On-Air,YSF/analog,,,,,,On-Air,2024-07-01
443.4375,448.4375,+,,,Gum Springs,Goochland,37.794139,-77.931733,K2VIZ,OPEN,On-Air,DMR,1,,,,Wide area,On-Air,2024-10-20
443.5,448.5,+,110.9,110.9,Manassas,(independent),38.75090027,-77.47530365,K4GVT,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-04-19
443.5,448.5,+,CSQ,CSQ,Hampton - Sentara Careplex Hospital,(independent),37.05690002,-76.39029694,W4HPT,OPEN,On-Air,DMR,1,,,,,On-Air,2023-03-08
443.5,448.5,+,D712,D712,Lynchburg - Tobacco Row Mountain,Amherst,37.54880142,-79.21040344,N4HRS,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-04-15
443.525,448.525,+,100,,South Hill,Mecklenburg,36.72650146,-78.12889862,KB2AHZ,OPEN,On-Air,Analog/analog,,331983,8187,,,On-Air,2019-05-17
443.55,448.55,+,167.9,,Quantico,Prince William,38.53170013,-77.44519806,K3FBI,OPEN,On-Air,P25,,,,,,On-Air,2022-04-05
443.5875,448.5875,+,,,Midlothian - WCVE Tower,Chesterfield,37.512199,-77.601097,W4RAT,OPEN,On-Air,DMR,1,,,,,On-Air,2023-07-14
443.625,448.625,+,,,Springville - Oneida Peak,Tazewell,37.180197,-81.378367,WZ8E,OPEN,On-Air,DMR,1,,,,Wide area,On-Air,2022-01-21
443.65,448.65,+,173.8,173.8,Hampton - NASA Gantry,(independent),37.10160065,-76.38929749,KG4NJA,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-03-26
443.65,448.65,+,107.2,107.2,Salem - Fort Lewis Mountain,Roanoke,37.308,-80.161,WB8BON,OPEN,Testing,Analog/analog,,,,517123,,Testing,2023-12-22
443.7125,448.7125,+,,,Richmond,(independent),37.53979874,-77.43900299,W4FJ,OPEN,On-Air,DStar,,,,,,On-Air,2022-04-18
443.7125,448.7125,+,,,Independence - Point Lookout Mountain,Grayson,36.669604,-81.161909,WZ8E,OPEN,On-Air,DMR,1,,,,Wide area,On-Air,2022-01-10
443.75,448.75,+,77,77,Salem - 12 O Clock Knob,Roanoke,37.171,-80.0819,W4KZK,OPEN,On-Air,Analog/analog,,,,518901,,On-Air,2023-11-20
443.775,448.775,+,100,100,Bluefield - East River Mtn,Bland,37.258878,-81.176161,WZ8E,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-05-19
443.8,448.8,+,,,Portsmouth,(independent),36.83539963,-76.2983017,W4POX,OPEN,On-Air,YSF,,,,,,On-Air,2021-05-30
443.8,448.8,+,,,Bedford - Apple Orchard Mountain,Botetourt,37.51710129,-79.50959778,WA1ZMS,OPEN,Unknown,DMR,1,,,,Wide area,Unknown,2022-03-03
443.8,448.8,+,146.2,146.2,Gordonsville - Gibson Mountain,Orange,38.18579865,-78.15450287,W4CUL,OPEN,On-Air,YSF/analog,,300136,,,,On-Air,2018-12-15
443.825,448.825,+,100,CSQ,Surry,Surry,37.123209,-76.867594,WT4EN,OPEN,On-Air,DMR/analog,1,,,,,On-Air,2024-09-07
443.85,448.85,+,79.7,79.7,Fredericksburg - Chancellor Landfill,Spotsylvania,38.27230072,-77.54329681,K4TS,OPEN,On-Air,YSF/analog,,,,,Wide area,On-Air,2021-07-17
443.875,448.875,+,100,,Pearisburg - Dismal Peak,Giles,37.3265112,-80.7350711,WE3J,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-11-13
443.9,448.9,+,151.4,,Stanardsville - Snow Mountain,Greene,38.3103981,-78.53530121,AA4DH,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-01-22
443.925,448.925,+,100,100,South Boston,Halifax,36.699156,-78.908583,NM4V,OPEN,On-Air,Analog/analog,,,,,,On-Air,2023-08-08
443.9375,448.9375,+,,,Fancy Gap,Carroll,36.64780045,-80.68779755,WX4F,OPEN,On-Air,DMR,1,,,,,On-Air,2022-06-28
444,449,+,162.2,162.2,Chesapeake - Greenbriar,(independent),36.75260162,-76.22979736,W4CAR,OPEN,On-Air,YSF/analog,,,,,,On-Air,2021-05-26
444,449,+,107.2,,Paint Bank - Potts Mountain,Craig,37.5669819,-80.1930274,KF4YLM,OPEN,On-Air,DMR,9,,,,,On-Air,2024-05-06
444.075,449.075,+,136.5,136.5,Norton - High Knob,Wise,36.9333992,-82.6289978,KM4OKT,OPEN,On-Air,DMR/analog,15,,,,,On-Air,2020-11-28
444.1,449.1,+,131.8,131.8,Staunton - Elliott Knob,Augusta,38.1651001,-79.31400299,KG4HOT,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-07-16
444.1,449.1,+,136.5,136.5,Fancy Gap,Carroll,36.65000153,-80.68000031,WA4LOY,OPEN,On-Air,Analog/analog,,364254,8082,,,On-Air,2020-05-28
444.1,449.1,+,,,Williamsburg,James City,37.27069855,-76.70749664,KB4ZIN,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-10-01
444.15,449.15,+,100,100,Fancy Gap,Carroll,36.65000153,-80.68000031,WX4F,OPEN,On-Air,Analog/analog,,,,,,On-Air,2023-07-27
444.15,449.15,+,77,77,Linden,Fauquier,38.90859985,-78.07769775,N3UHD,OPEN,On-Air,Analog/analog,,481682,,,,On-Air,2022-07-03
444.15,449.15,+,100,CSQ,Lexington - Rocky Mountain,Rockbridge,37.79529953,-79.18070221,W4ROC,OPEN,On-Air,YSF,,,,,,On-Air,2020-05-17
444.175,449.175,+,D712,D712,Roanoke - Poor Mountain,Roanoke,37.1864,-80.1623,N4HRS,OPEN,On-Air,Analog/analog,,,,,Wide area,On-Air,2021-02-21
444.2,449.2,+,123,123,Staunton - Johnson St hill,Augusta,38.1481,-79.0868,KG4TIH,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-01-14
444.2125,449.2125,+,,,Hampton - City Hall,(independent),37.02880096,-76.34320068,W4HPT,OPEN,On-Air,DStar,,,,,,On-Air,2022-10-05
444.2125,449.2125,+,,,Roanoke - Poor Mountain,Roanoke,37.2294354,-80.0886396,N4HRS,OPEN,On-Air,DMR,9,,,,,On-Air,2024-05-06
444.25,449.25,+,151.4,151.4,Charlottesville - Martha Jefferson Hospital,Albemarle,38.02270126,-78.44400024,WA4TFZ,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-05-23
444.25,449.25,+,100,CSQ,Gore,Frederick,39.26399994,-78.33190155,KM4OGQ,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-03-18
444.25,449.25,+,,,Pearisburg - Bald Knob,Giles,37.35,-80.5375,KD4ADL,OPEN,On-Air,DMR,9,,,,Wide area,On-Air,2023-11-27
444.275,449.275,+,100,100,Wallops Island - Water Tower,Accomack,37.93709946,-75.47440338,W4WFF,OPEN,On-Air,DMR,1,,,,,On-Air,2021-09-04
444.275,449.275,+,103.5,103.5,Prince George - South Point Business Park,Prince George,37.20100021,-77.27809906,KG4YJB,OPEN,On-Air,Analog/analog,,,,,,On-Air,2015-10-04
444.275,449.275,+,103.5,,Roanoke - Hospital,Roanoke,37.26620102,-79.93969727,N4HRS,OPEN,Unknown,Analog/analog,,,,,,Unknown,2021-04-15
444.3,449.3,+,,156.7,Accomac,Accomack,37.72060013,-75.67040253,K4BW,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-09-04
444.3,449.3,+,141.3,141.3,Berryville,Clarke,39.189737,-78.020965,KC4RCR,OPEN,On-Air,Analog/analog,,527721,,58830,,On-Air,2023-10-09
444.325,449.325,+,,,Farmville - Leigh Mountain,Prince Edward,37.20489883,-78.35800171,N4HRS,OPEN,On-Air,DMR,9,,,,,On-Air,2021-05-08
444.325,449.325,+,103.5,103.5,Wytheville - Sand Mountain,Wythe,36.74089813,-80.72229767,K4EZ,OPEN,On-Air,YSF/analog,,,,,,On-Air,2023-12-18
444.375,449.375,+,D712,D712,Covington - Warm Springs Mountain,Bath,37.9192009,-79.85420227,N4HRS,OPEN,On-Air,Analog/analog,,,,,,On-Air,2024-04-13
444.4,449.4,+,107.2,107.2,New Castle - Sinking Creek Mountain,Craig,37.4421,-80.1788,KF4YLM,OPEN,On-Air,YSF/analog,293,,,,,On-Air,2022-05-27
444.4,449.4,+,151.4,,Gordonsville,Orange,38.13740158,-78.18779755,KF4UCI,OPEN,Unknown,Analog/analog,,,,,,Unknown,2020-07-25
444.4375,449.4375,+,136.5,136.5,Wintergreen - Wintergreen Resort,Nelson,37.91730118,-78.94709778,KF4UCI,OPEN,On-Air,YSF/analog,1293,,,,,On-Air,2024-06-05
444.45,449.45,+,79.7,79.7,Stafford,Stafford,38.467458,-77.460679,WS4VA,OPEN,On-Air,YSF,,,,,,On-Air,2022-06-13
444.475,449.475,+,74.4,74.4,Norfolk - Fire Station 10,(independent),36.8567009,-76.23190308,W4VB,OPEN,Testing,Analog/analog,,,,,,Testing,2022-06-18
444.475,449.475,+,,,Roanoke - Tinker Mountain,Roanoke,37.37329865,-79.92690277,N4HRS,OPEN,On-Air,DMR,9,,,,,On-Air,2021-05-08
444.5,449.5,+,136.5,136.5,Lynchburg - Tobacco Row Mountain,Amherst,37.56549835,-79.19029999,K4CQ,OPEN,On-Air,Analog/analog,,,,,,On-Air,2022-08-31
444.5,449.5,+,,,Honaker - Big A Mountain,Russell,37.05199814,-82.03620148,KD4JTK,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-03-12
444.55,449.55,+,100,,Hampton - Executive Towers,(independent),37.0463066,-76.3971886,W4QR,OPEN,On-Air,Analog/analog,,,,,,On-Air,2020-10-09
444.55,449.55,+,88.5,,Arlington,Arlington,38.88000107,-77.10679626,K4AF,OPEN,On-Air,Analog/analog,,,,,,On-Air,2021-04-11
444.55,449.55,+,146.2,146.2,Winchester - North Mountain,Frederick,39.20000076,-78.35790253,KG4Y,OPEN,On-Air,YSF,,,,,,On-Air,2022-01-02
